trend_momentum,cci_breakthrough,volatility_filter,volume_pulse,price_volume_divergence,regional_rotation,relative_strength,cross_market_correlation,cash_option,Fund,Date
448,2082,1162,116,0,20,0,0,0,SHK130,2018-11-30
470,1916,1130,91,0,7,0,0,0,SHK131,2018-11-30
676,1508,815,50,0,3,0,0,0,SHK136,2018-11-30
582,1478,846,87,0,16,0,0,0,SHK137,2018-11-30
292,986,601,50,0,3,0,0,0,SHK145,2018-11-30
754,1954,1225,81,0,12,0,0,0,SHK126,2018-12-07
450,2064,1231,81,0,12,0,0,0,SHK127,2018-12-07
836,1962,1231,79,0,8,0,0,0,SHK128,2018-12-07
404,1974,1230,85,0,14,0,0,0,SHK129,2018-12-07
448,2082,1162,116,0,20,0,0,0,SHK130,2018-12-07
470,1916,1130,91,0,7,0,0,0,SHK131,2018-12-07
676,1508,815,50,0,3,0,0,0,SHK136,2018-12-07
582,1478,846,87,0,16,0,0,0,SHK137,2018-12-07
292,986,601,50,0,3,0,0,0,SHK145,2018-12-07
754,1954,1225,81,0,12,0,0,0,SHK126,2018-12-14
450,2064,1231,81,0,12,0,0,0,SHK127,2018-12-14
836,1962,1231,79,0,8,0,0,0,SHK128,2018-12-14
404,1974,1230,85,0,14,0,0,0,SHK129,2018-12-14
448,2082,1162,116,0,20,0,0,0,SHK130,2018-12-14
470,1916,1130,91,0,7,0,0,0,SHK131,2018-12-14
676,1508,815,50,0,3,0,0,0,SHK136,2018-12-14
582,1478,846,87,0,16,0,0,0,SHK137,2018-12-14
292,986,601,50,0,3,0,0,0,SHK145,2018-12-14
754,1954,1225,81,0,12,0,0,0,SHK126,2018-12-21
450,2064,1231,81,0,12,0,0,0,SHK127,2018-12-21
836,1962,1231,79,0,8,0,0,0,SHK128,2018-12-21
404,1974,1230,85,0,14,0,0,0,SHK129,2018-12-21
448,2082,1162,116,0,20,0,0,0,SHK130,2018-12-21
470,1916,1130,91,0,7,0,0,0,SHK131,2018-12-21
676,1508,815,50,0,3,0,0,0,SHK136,2018-12-21
582,1478,846,87,0,16,0,0,0,SHK137,2018-12-21
292,986,601,50,0,3,0,0,0,SHK145,2018-12-21
754,1954,1225,81,0,12,0,0,0,SHK126,2018-12-28
450,2064,1231,81,0,12,0,0,0,SHK127,2018-12-28
836,1962,1231,79,0,8,0,0,0,SHK128,2018-12-28
404,1974,1230,85,0,14,0,0,0,SHK129,2018-12-28
448,2082,1162,116,0,20,0,0,0,SHK130,2018-12-28
470,1916,1130,91,0,7,0,0,0,SHK131,2018-12-28
676,1508,815,50,0,3,0,0,0,SHK136,2018-12-28
582,1478,846,87,0,16,0,0,0,SHK137,2018-12-28
292,986,601,50,0,3,0,0,0,SHK145,2018-12-28
754,1954,1225,81,0,12,0,0,0,SHK126,2019-01-04
450,2064,1231,81,0,12,0,0,0,SHK127,2019-01-04
836,1962,1231,79,0,8,0,0,0,SHK128,2019-01-04
404,1974,1230,85,0,14,0,0,0,SHK129,2019-01-04
448,2082,1162,116,0,20,0,0,0,SHK130,2019-01-04
470,1916,1130,91,0,7,0,0,0,SHK131,2019-01-04
676,1508,815,50,0,3,0,0,0,SHK136,2019-01-04
582,1478,846,87,0,16,0,0,0,SHK137,2019-01-04
292,986,601,50,0,3,0,0,0,SHK145,2019-01-04
754,1954,1225,81,0,12,0,0,0,SHK126,2019-01-11
450,2064,1231,81,0,12,0,0,0,SHK127,2019-01-11
836,1962,1231,79,0,8,0,0,0,SHK128,2019-01-11
404,1974,1230,85,0,14,0,0,0,SHK129,2019-01-11
448,2082,1162,116,0,20,0,0,0,SHK130,2019-01-11
470,1916,1130,91,0,7,0,0,0,SHK131,2019-01-11
676,1508,815,50,0,3,0,0,0,SHK136,2019-01-11
582,1478,846,87,0,16,0,0,0,SHK137,2019-01-11
292,986,601,50,0,3,0,0,0,SHK145,2019-01-11
754,1954,1225,81,0,12,0,0,0,SHK126,2019-01-18
450,2064,1231,81,0,12,0,0,0,SHK127,2019-01-18
836,1962,1231,79,0,8,0,0,0,SHK128,2019-01-18
404,1974,1230,85,0,14,0,0,0,SHK129,2019-01-18
448,2082,1162,116,0,20,0,0,0,SHK130,2019-01-18
470,1916,1130,91,0,7,0,0,0,SHK131,2019-01-18
676,1508,815,50,0,3,0,0,0,SHK136,2019-01-18
582,1478,846,87,0,16,0,0,0,SHK137,2019-01-18
292,986,601,50,0,3,0,0,0,SHK145,2019-01-18
754,1954,1225,81,0,12,0,0,0,SHK126,2019-01-25
450,2064,1231,81,0,12,0,0,0,SHK127,2019-01-25
836,1962,1231,79,0,8,0,0,0,SHK128,2019-01-25
404,1974,1230,85,0,14,0,0,0,SHK129,2019-01-25
448,2082,1162,116,0,20,0,0,0,SHK130,2019-01-25
470,1916,1130,91,0,7,0,0,0,SHK131,2019-01-25
676,1508,815,50,0,3,0,0,0,SHK136,2019-01-25
582,1478,846,87,0,16,0,0,0,SHK137,2019-01-25
292,986,601,50,0,3,0,0,0,SHK145,2019-01-25
754,1954,1225,81,0,12,0,0,0,SHK126,2019-02-01
450,2064,1231,81,0,12,0,0,0,SHK127,2019-02-01
836,1962,1231,79,0,8,0,0,0,SHK128,2019-02-01
404,1974,1230,85,0,14,0,0,0,SHK129,2019-02-01
448,2082,1162,116,0,20,0,0,0,SHK130,2019-02-01
470,1916,1130,91,0,7,0,0,0,SHK131,2019-02-01
676,1508,815,50,0,3,0,0,0,SHK136,2019-02-01
582,1478,846,87,0,16,0,0,0,SHK137,2019-02-01
292,986,601,50,0,3,0,0,0,SHK145,2019-02-01
754,1954,1225,81,0,12,0,0,0,SHK126,2019-02-08
450,2064,1231,81,0,12,0,0,0,SHK127,2019-02-08
836,1962,1231,79,0,8,0,0,0,SHK128,2019-02-08
404,1974,1230,85,0,14,0,0,0,SHK129,2019-02-08
448,2082,1162,116,0,20,0,0,0,SHK130,2019-02-08
470,1916,1130,91,0,7,0,0,0,SHK131,2019-02-08
676,1508,815,50,0,3,0,0,0,SHK136,2019-02-08
582,1478,846,87,0,16,0,0,0,SHK137,2019-02-08
292,986,601,50,0,3,0,0,0,SHK145,2019-02-08
754,1954,1225,81,0,12,0,0,0,SHK126,2019-02-15
450,2064,1231,81,0,12,0,0,0,SHK127,2019-02-15
836,1962,1231,79,0,8,0,0,0,SHK128,2019-02-15
404,1974,1230,85,0,14,0,0,0,SHK129,2019-02-15
448,2082,1162,116,0,20,0,0,0,SHK130,2019-02-15
470,1916,1130,91,0,7,0,0,0,SHK131,2019-02-15
676,1508,815,50,0,3,0,0,0,SHK136,2019-02-15
582,1478,846,87,0,16,0,0,0,SHK137,2019-02-15
292,986,601,50,0,3,0,0,0,SHK145,2019-02-15
754,1954,1225,81,0,12,0,0,0,SHK126,2019-02-22
450,2064,1231,81,0,12,0,0,0,SHK127,2019-02-22
836,1962,1231,79,0,8,0,0,0,SHK128,2019-02-22
404,1974,1230,85,0,14,0,0,0,SHK129,2019-02-22
448,2082,1162,116,0,20,0,0,0,SHK130,2019-02-22
470,1916,1130,91,0,7,0,0,0,SHK131,2019-02-22
676,1508,815,50,0,3,0,0,0,SHK136,2019-02-22
582,1478,846,87,0,16,0,0,0,SHK137,2019-02-22
292,986,601,50,0,3,0,0,0,SHK145,2019-02-22
754,1954,1225,81,0,12,0,0,0,SHK126,2019-03-01
450,2064,1231,81,0,12,0,0,0,SHK127,2019-03-01
836,1962,1231,79,0,8,0,0,0,SHK128,2019-03-01
404,1974,1230,85,0,14,0,0,0,SHK129,2019-03-01
448,2082,1162,116,0,20,0,0,0,SHK130,2019-03-01
470,1916,1130,91,0,7,0,0,0,SHK131,2019-03-01
676,1508,815,50,0,3,0,0,0,SHK136,2019-03-01
582,1478,846,87,0,16,0,0,0,SHK137,2019-03-01
292,986,601,50,0,3,0,0,0,SHK145,2019-03-01
754,1954,1225,81,0,12,0,0,0,SHK126,2019-03-08
450,2064,1231,81,0,12,0,0,0,SHK127,2019-03-08
836,1962,1231,79,0,8,0,0,0,SHK128,2019-03-08
404,1974,1230,85,0,14,0,0,0,SHK129,2019-03-08
448,2082,1162,116,0,20,0,0,0,SHK130,2019-03-08
470,1916,1130,91,0,7,0,0,0,SHK131,2019-03-08
676,1508,815,50,0,3,0,0,0,SHK136,2019-03-08
582,1478,846,87,0,16,0,0,0,SHK137,2019-03-08
292,986,601,50,0,3,0,0,0,SHK145,2019-03-08
754,1954,1225,81,0,12,0,0,0,SHK126,2019-03-15
450,2064,1231,81,0,12,0,0,0,SHK127,2019-03-15
836,1962,1231,79,0,8,0,0,0,SHK128,2019-03-15
404,1974,1230,85,0,14,0,0,0,SHK129,2019-03-15
448,2082,1162,116,0,20,0,0,0,SHK130,2019-03-15
470,1916,1130,91,0,7,0,0,0,SHK131,2019-03-15
676,1508,815,50,0,3,0,0,0,SHK136,2019-03-15
582,1478,846,87,0,16,0,0,0,SHK137,2019-03-15
292,986,601,50,0,3,0,0,0,SHK145,2019-03-15
754,1954,1225,81,0,12,0,0,0,SHK126,2019-03-22
450,2064,1231,81,0,12,0,0,0,SHK127,2019-03-22
836,1962,1231,79,0,8,0,0,0,SHK128,2019-03-22
404,1974,1230,85,0,14,0,0,0,SHK129,2019-03-22
448,2082,1162,116,0,20,0,0,0,SHK130,2019-03-22
470,1916,1130,91,0,7,0,0,0,SHK131,2019-03-22
676,1508,815,50,0,3,0,0,0,SHK136,2019-03-22
582,1478,846,87,0,16,0,0,0,SHK137,2019-03-22
292,986,601,50,0,3,0,0,0,SHK145,2019-03-22
754,1954,1225,81,0,12,0,0,0,SHK126,2019-03-29
450,2064,1231,81,0,12,0,0,0,SHK127,2019-03-29
836,1962,1231,79,0,8,0,0,0,SHK128,2019-03-29
404,1974,1230,85,0,14,0,0,0,SHK129,2019-03-29
448,2082,1162,116,0,20,0,0,0,SHK130,2019-03-29
470,1916,1130,91,0,7,0,0,0,SHK131,2019-03-29
676,1508,815,50,0,3,0,0,0,SHK136,2019-03-29
582,1478,846,87,0,16,0,0,0,SHK137,2019-03-29
292,986,601,50,0,3,0,0,0,SHK145,2019-03-29
754,1954,1225,81,0,12,0,0,0,SHK126,2019-04-05
450,2064,1231,81,0,12,0,0,0,SHK127,2019-04-05
836,1962,1231,79,0,8,0,0,0,SHK128,2019-04-05
404,1974,1230,85,0,14,0,0,0,SHK129,2019-04-05
448,2082,1162,116,0,20,0,0,0,SHK130,2019-04-05
470,1916,1130,91,0,7,0,0,0,SHK131,2019-04-05
676,1508,815,50,0,3,0,0,0,SHK136,2019-04-05
582,1478,846,87,0,16,0,0,0,SHK137,2019-04-05
292,986,601,50,0,3,0,0,0,SHK145,2019-04-05
754,1954,1225,81,0,12,0,0,0,SHK126,2019-04-12
450,2064,1231,81,0,12,0,0,0,SHK127,2019-04-12
836,1962,1231,79,0,8,0,0,0,SHK128,2019-04-12
404,1974,1230,85,0,14,0,0,0,SHK129,2019-04-12
448,2082,1162,116,0,20,0,0,0,SHK130,2019-04-12
470,1916,1130,91,0,7,0,0,0,SHK131,2019-04-12
676,1508,815,50,0,3,0,0,0,SHK136,2019-04-12
582,1478,846,87,0,16,0,0,0,SHK137,2019-04-12
292,986,601,50,0,3,0,0,0,SHK145,2019-04-12
754,1954,1225,81,0,12,0,0,0,SHK126,2019-04-19
450,2064,1231,81,0,12,0,0,0,SHK127,2019-04-19
836,1962,1231,79,0,8,0,0,0,SHK128,2019-04-19
404,1974,1230,85,0,14,0,0,0,SHK129,2019-04-19
448,2082,1162,116,0,20,0,0,0,SHK130,2019-04-19
470,1916,1130,91,0,7,0,0,0,SHK131,2019-04-19
676,1508,815,50,0,3,0,0,0,SHK136,2019-04-19
582,1478,846,87,0,16,0,0,0,SHK137,2019-04-19
292,986,601,50,0,3,0,0,0,SHK145,2019-04-19
754,1954,1225,81,0,12,0,0,0,SHK126,2019-04-26
450,2064,1231,81,0,12,0,0,0,SHK127,2019-04-26
836,1962,1231,79,0,8,0,0,0,SHK128,2019-04-26
404,1974,1230,85,0,14,0,0,0,SHK129,2019-04-26
448,2082,1162,116,0,20,0,0,0,SHK130,2019-04-26
470,1916,1130,91,0,7,0,0,0,SHK131,2019-04-26
676,1508,815,50,0,3,0,0,0,SHK136,2019-04-26
582,1478,846,87,0,16,0,0,0,SHK137,2019-04-26
292,986,601,50,0,3,0,0,0,SHK145,2019-04-26
754,1954,1225,81,0,12,0,0,0,SHK126,2019-05-03
450,2064,1231,81,0,12,0,0,0,SHK127,2019-05-03
836,1962,1231,79,0,8,0,0,0,SHK128,2019-05-03
404,1974,1230,85,0,14,0,0,0,SHK129,2019-05-03
448,2082,1162,116,0,20,0,0,0,SHK130,2019-05-03
470,1916,1130,91,0,7,0,0,0,SHK131,2019-05-03
676,1508,815,50,0,3,0,0,0,SHK136,2019-05-03
582,1478,846,87,0,16,0,0,0,SHK137,2019-05-03
292,986,601,50,0,3,0,0,0,SHK145,2019-05-03
754,1954,1225,81,0,12,0,0,0,SHK126,2019-05-10
450,2064,1231,81,0,12,0,0,0,SHK127,2019-05-10
836,1962,1231,79,0,8,0,0,0,SHK128,2019-05-10
404,1974,1230,85,0,14,0,0,0,SHK129,2019-05-10
448,2082,1162,116,0,20,0,0,0,SHK130,2019-05-10
470,1916,1130,91,0,7,0,0,0,SHK131,2019-05-10
676,1508,815,50,0,3,0,0,0,SHK136,2019-05-10
582,1478,846,87,0,16,0,0,0,SHK137,2019-05-10
292,986,601,50,0,3,0,0,0,SHK145,2019-05-10
754,1954,1225,81,0,12,0,0,0,SHK126,2019-05-17
450,2064,1231,81,0,12,0,0,0,SHK127,2019-05-17
836,1962,1231,79,0,8,0,0,0,SHK128,2019-05-17
404,1974,1230,85,0,14,0,0,0,SHK129,2019-05-17
448,2082,1162,116,0,20,0,0,0,SHK130,2019-05-17
470,1916,1130,91,0,7,0,0,0,SHK131,2019-05-17
676,1508,815,50,0,3,0,0,0,SHK136,2019-05-17
582,1478,846,87,0,16,0,0,0,SHK137,2019-05-17
292,986,601,50,0,3,0,0,0,SHK145,2019-05-17
754,1954,1225,81,0,12,0,0,0,SHK126,2019-05-24
450,2064,1231,81,0,12,0,0,0,SHK127,2019-05-24
836,1962,1231,79,0,8,0,0,0,SHK128,2019-05-24
404,1974,1230,85,0,14,0,0,0,SHK129,2019-05-24
448,2082,1162,116,0,20,0,0,0,SHK130,2019-05-24
470,1916,1130,91,0,7,0,0,0,SHK131,2019-05-24
676,1508,815,50,0,3,0,0,0,SHK136,2019-05-24
582,1478,846,87,0,16,0,0,0,SHK137,2019-05-24
292,986,601,50,0,3,0,0,0,SHK145,2019-05-24
754,1954,1225,81,0,12,0,0,0,SHK126,2019-05-31
450,2064,1231,81,0,12,0,0,0,SHK127,2019-05-31
836,1962,1231,79,0,8,0,0,0,SHK128,2019-05-31
404,1974,1230,85,0,14,0,0,0,SHK129,2019-05-31
448,2082,1162,116,0,20,0,0,0,SHK130,2019-05-31
470,1916,1130,91,0,7,0,0,0,SHK131,2019-05-31
676,1508,815,50,0,3,0,0,0,SHK136,2019-05-31
582,1478,846,87,0,16,0,0,0,SHK137,2019-05-31
292,986,601,50,0,3,0,0,0,SHK145,2019-05-31
754,1954,1225,81,0,12,0,0,0,SHK126,2019-06-07
450,2064,1231,81,0,12,0,0,0,SHK127,2019-06-07
836,1962,1231,79,0,8,0,0,0,SHK128,2019-06-07
404,1974,1230,85,0,14,0,0,0,SHK129,2019-06-07
448,2082,1162,116,0,20,0,0,0,SHK130,2019-06-07
470,1916,1130,91,0,7,0,0,0,SHK131,2019-06-07
676,1508,815,50,0,3,0,0,0,SHK136,2019-06-07
582,1478,846,87,0,16,0,0,0,SHK137,2019-06-07
292,986,601,50,0,3,0,0,0,SHK145,2019-06-07
754,1954,1225,81,0,12,0,0,0,SHK126,2019-06-14
450,2064,1231,81,0,12,0,0,0,SHK127,2019-06-14
836,1962,1231,79,0,8,0,0,0,SHK128,2019-06-14
404,1974,1230,85,0,14,0,0,0,SHK129,2019-06-14
448,2082,1162,116,0,20,0,0,0,SHK130,2019-06-14
470,1916,1130,91,0,7,0,0,0,SHK131,2019-06-14
676,1508,815,50,0,3,0,0,0,SHK136,2019-06-14
582,1478,846,87,0,16,0,0,0,SHK137,2019-06-14
292,986,601,50,0,3,0,0,0,SHK145,2019-06-14
754,1954,1225,81,0,12,0,0,0,SHK126,2019-06-21
450,2064,1231,81,0,12,0,0,0,SHK127,2019-06-21
836,1962,1231,79,0,8,0,0,0,SHK128,2019-06-21
404,1974,1230,85,0,14,0,0,0,SHK129,2019-06-21
448,2082,1162,116,0,20,0,0,0,SHK130,2019-06-21
470,1916,1130,91,0,7,0,0,0,SHK131,2019-06-21
676,1508,815,50,0,3,0,0,0,SHK136,2019-06-21
582,1478,846,87,0,16,0,0,0,SHK137,2019-06-21
292,986,601,50,0,3,0,0,0,SHK145,2019-06-21
754,1954,1225,81,0,12,0,0,0,SHK126,2019-06-28
450,2064,1231,81,0,12,0,0,0,SHK127,2019-06-28
836,1962,1231,79,0,8,0,0,0,SHK128,2019-06-28
404,1974,1230,85,0,14,0,0,0,SHK129,2019-06-28
448,2082,1162,116,0,20,0,0,0,SHK130,2019-06-28
470,1916,1130,91,0,7,0,0,0,SHK131,2019-06-28
676,1508,815,50,0,3,0,0,0,SHK136,2019-06-28
582,1478,846,87,0,16,0,0,0,SHK137,2019-06-28
292,986,601,50,0,3,0,0,0,SHK145,2019-06-28
754,1954,1225,81,0,12,0,0,0,SHK126,2019-07-05
450,2064,1231,81,0,12,0,0,0,SHK127,2019-07-05
836,1962,1231,79,0,8,0,0,0,SHK128,2019-07-05
404,1974,1230,85,0,14,0,0,0,SHK129,2019-07-05
448,2082,1162,116,0,20,0,0,0,SHK130,2019-07-05
470,1916,1130,91,0,7,0,0,0,SHK131,2019-07-05
676,1508,815,50,0,3,0,0,0,SHK136,2019-07-05
582,1478,846,87,0,16,0,0,0,SHK137,2019-07-05
292,986,601,50,0,3,0,0,0,SHK145,2019-07-05
754,1954,1225,81,0,12,0,0,0,SHK126,2019-07-12
450,2064,1231,81,0,12,0,0,0,SHK127,2019-07-12
836,1962,1231,79,0,8,0,0,0,SHK128,2019-07-12
404,1974,1230,85,0,14,0,0,0,SHK129,2019-07-12
448,2082,1162,116,0,20,0,0,0,SHK130,2019-07-12
470,1916,1130,91,0,7,0,0,0,SHK131,2019-07-12
676,1508,815,50,0,3,0,0,0,SHK136,2019-07-12
582,1478,846,87,0,16,0,0,0,SHK137,2019-07-12
292,986,601,50,0,3,0,0,0,SHK145,2019-07-12
754,1954,1225,81,0,12,0,0,0,SHK126,2019-07-19
450,2064,1231,81,0,12,0,0,0,SHK127,2019-07-19
836,1962,1231,79,0,8,0,0,0,SHK128,2019-07-19
404,1974,1230,85,0,14,0,0,0,SHK129,2019-07-19
448,2082,1162,116,0,20,0,0,0,SHK130,2019-07-19
470,1916,1130,91,0,7,0,0,0,SHK131,2019-07-19
676,1508,815,50,0,3,0,0,0,SHK136,2019-07-19
582,1478,846,87,0,16,0,0,0,SHK137,2019-07-19
292,986,601,50,0,3,0,0,0,SHK145,2019-07-19
754,1954,1225,81,0,12,0,0,0,SHK126,2019-07-26
450,2064,1231,81,0,12,0,0,0,SHK127,2019-07-26
836,1962,1231,79,0,8,0,0,0,SHK128,2019-07-26
404,1974,1230,85,0,14,0,0,0,SHK129,2019-07-26
448,2082,1162,116,0,20,0,0,0,SHK130,2019-07-26
470,1916,1130,91,0,7,0,0,0,SHK131,2019-07-26
676,1508,815,50,0,3,0,0,0,SHK136,2019-07-26
582,1478,846,87,0,16,0,0,0,SHK137,2019-07-26
292,986,601,50,0,3,0,0,0,SHK145,2019-07-26
754,1954,1225,81,0,12,0,0,0,SHK126,2019-08-02
450,2064,1231,81,0,12,0,0,0,SHK127,2019-08-02
836,1962,1231,79,0,8,0,0,0,SHK128,2019-08-02
404,1974,1230,85,0,14,0,0,0,SHK129,2019-08-02
448,2082,1162,116,0,20,0,0,0,SHK130,2019-08-02
470,1916,1130,91,0,7,0,0,0,SHK131,2019-08-02
676,1508,815,50,0,3,0,0,0,SHK136,2019-08-02
582,1478,846,87,0,16,0,0,0,SHK137,2019-08-02
292,986,601,50,0,3,0,0,0,SHK145,2019-08-02
754,1954,1225,81,0,12,0,0,0,SHK126,2019-08-09
450,2064,1231,81,0,12,0,0,0,SHK127,2019-08-09
836,1962,1231,79,0,8,0,0,0,SHK128,2019-08-09
404,1974,1230,85,0,14,0,0,0,SHK129,2019-08-09
448,2082,1162,116,0,20,0,0,0,SHK130,2019-08-09
470,1916,1130,91,0,7,0,0,0,SHK131,2019-08-09
676,1508,815,50,0,3,0,0,0,SHK136,2019-08-09
582,1478,846,87,0,16,0,0,0,SHK137,2019-08-09
292,986,601,50,0,3,0,0,0,SHK145,2019-08-09
754,1954,1225,81,0,12,0,0,0,SHK126,2019-08-16
450,2064,1231,81,0,12,0,0,0,SHK127,2019-08-16
836,1962,1231,79,0,8,0,0,0,SHK128,2019-08-16
404,1974,1230,85,0,14,0,0,0,SHK129,2019-08-16
448,2082,1162,116,0,20,0,0,0,SHK130,2019-08-16
470,1916,1130,91,0,7,0,0,0,SHK131,2019-08-16
676,1508,815,50,0,3,0,0,0,SHK136,2019-08-16
582,1478,846,87,0,16,0,0,0,SHK137,2019-08-16
292,986,601,50,0,3,0,0,0,SHK145,2019-08-16
754,1954,1225,81,0,12,0,0,0,SHK126,2019-08-23
450,2064,1231,81,0,12,0,0,0,SHK127,2019-08-23
836,1962,1231,79,0,8,0,0,0,SHK128,2019-08-23
404,1974,1230,85,0,14,0,0,0,SHK129,2019-08-23
448,2082,1162,116,0,20,0,0,0,SHK130,2019-08-23
470,1916,1130,91,0,7,0,0,0,SHK131,2019-08-23
676,1508,815,50,0,3,0,0,0,SHK136,2019-08-23
582,1478,846,87,0,16,0,0,0,SHK137,2019-08-23
292,986,601,50,0,3,0,0,0,SHK145,2019-08-23
754,1954,1225,81,0,12,0,0,0,SHK126,2019-08-30
450,2064,1231,81,0,12,0,0,0,SHK127,2019-08-30
836,1962,1231,79,0,8,0,0,0,SHK128,2019-08-30
404,1974,1230,85,0,14,0,0,0,SHK129,2019-08-30
448,2082,1162,116,0,20,0,0,0,SHK130,2019-08-30
470,1916,1130,91,0,7,0,0,0,SHK131,2019-08-30
676,1508,815,50,0,3,0,0,0,SHK136,2019-08-30
582,1478,846,87,0,16,0,0,0,SHK137,2019-08-30
292,986,601,50,0,3,0,0,0,SHK145,2019-08-30
754,1954,1225,81,0,12,0,0,0,SHK126,2019-09-06
450,2064,1231,81,0,12,0,0,0,SHK127,2019-09-06
836,1962,1231,79,0,8,0,0,0,SHK128,2019-09-06
404,1974,1230,85,0,14,0,0,0,SHK129,2019-09-06
448,2082,1162,116,0,20,0,0,0,SHK130,2019-09-06
470,1916,1130,91,0,7,0,0,0,SHK131,2019-09-06
676,1508,815,50,0,3,0,0,0,SHK136,2019-09-06
582,1478,846,87,0,16,0,0,0,SHK137,2019-09-06
292,986,601,50,0,3,0,0,0,SHK145,2019-09-06
754,1954,1225,81,0,12,0,0,0,SHK126,2019-09-13
450,2064,1231,81,0,12,0,0,0,SHK127,2019-09-13
836,1962,1231,79,0,8,0,0,0,SHK128,2019-09-13
404,1974,1230,85,0,14,0,0,0,SHK129,2019-09-13
448,2082,1162,116,0,20,0,0,0,SHK130,2019-09-13
470,1916,1130,91,0,7,0,0,0,SHK131,2019-09-13
676,1508,815,50,0,3,0,0,0,SHK136,2019-09-13
582,1478,846,87,0,16,0,0,0,SHK137,2019-09-13
292,986,601,50,0,3,0,0,0,SHK145,2019-09-13
754,1954,1225,81,0,12,0,0,0,SHK126,2019-09-20
450,2064,1231,81,0,12,0,0,0,SHK127,2019-09-20
836,1962,1231,79,0,8,0,0,0,SHK128,2019-09-20
404,1974,1230,85,0,14,0,0,0,SHK129,2019-09-20
448,2082,1162,116,0,20,0,0,0,SHK130,2019-09-20
470,1916,1130,91,0,7,0,0,0,SHK131,2019-09-20
676,1508,815,50,0,3,0,0,0,SHK136,2019-09-20
582,1478,846,87,0,16,0,0,0,SHK137,2019-09-20
292,986,601,50,0,3,0,0,0,SHK145,2019-09-20
754,1954,1225,81,0,12,0,0,0,SHK126,2019-09-27
450,2064,1231,81,0,12,0,0,0,SHK127,2019-09-27
836,1962,1231,79,0,8,0,0,0,SHK128,2019-09-27
404,1974,1230,85,0,14,0,0,0,SHK129,2019-09-27
448,2082,1162,116,0,20,0,0,0,SHK130,2019-09-27
470,1916,1130,91,0,7,0,0,0,SHK131,2019-09-27
676,1508,815,50,0,3,0,0,0,SHK136,2019-09-27
582,1478,846,87,0,16,0,0,0,SHK137,2019-09-27
292,986,601,50,0,3,0,0,0,SHK145,2019-09-27
754,1954,1225,81,0,12,0,0,0,SHK126,2019-10-04
450,2064,1231,81,0,12,0,0,0,SHK127,2019-10-04
836,1962,1231,79,0,8,0,0,0,SHK128,2019-10-04
404,1974,1230,85,0,14,0,0,0,SHK129,2019-10-04
448,2082,1162,116,0,20,0,0,0,SHK130,2019-10-04
470,1916,1130,91,0,7,0,0,0,SHK131,2019-10-04
676,1508,815,50,0,3,0,0,0,SHK136,2019-10-04
582,1478,846,87,0,16,0,0,0,SHK137,2019-10-04
292,986,601,50,0,3,0,0,0,SHK145,2019-10-04
754,1954,1225,81,0,12,0,0,0,SHK126,2019-10-11
450,2064,1231,81,0,12,0,0,0,SHK127,2019-10-11
836,1962,1231,79,0,8,0,0,0,SHK128,2019-10-11
404,1974,1230,85,0,14,0,0,0,SHK129,2019-10-11
448,2082,1162,116,0,20,0,0,0,SHK130,2019-10-11
470,1916,1130,91,0,7,0,0,0,SHK131,2019-10-11
676,1508,815,50,0,3,0,0,0,SHK136,2019-10-11
582,1478,846,87,0,16,0,0,0,SHK137,2019-10-11
292,986,601,50,0,3,0,0,0,SHK145,2019-10-11
754,1954,1225,81,0,12,0,0,0,SHK126,2019-10-18
450,2064,1231,81,0,12,0,0,0,SHK127,2019-10-18
836,1962,1231,79,0,8,0,0,0,SHK128,2019-10-18
404,1974,1230,85,0,14,0,0,0,SHK129,2019-10-18
448,2082,1162,116,0,20,0,0,0,SHK130,2019-10-18
470,1916,1130,91,0,7,0,0,0,SHK131,2019-10-18
676,1508,815,50,0,3,0,0,0,SHK136,2019-10-18
582,1478,846,87,0,16,0,0,0,SHK137,2019-10-18
292,986,601,50,0,3,0,0,0,SHK145,2019-10-18
754,1954,1225,81,0,12,0,0,0,SHK126,2019-10-25
450,2064,1231,81,0,12,0,0,0,SHK127,2019-10-25
836,1962,1231,79,0,8,0,0,0,SHK128,2019-10-25
404,1974,1230,85,0,14,0,0,0,SHK129,2019-10-25
448,2082,1162,116,0,20,0,0,0,SHK130,2019-10-25
470,1916,1130,91,0,7,0,0,0,SHK131,2019-10-25
676,1508,815,50,0,3,0,0,0,SHK136,2019-10-25
582,1478,846,87,0,16,0,0,0,SHK137,2019-10-25
292,986,601,50,0,3,0,0,0,SHK145,2019-10-25
754,1954,1225,81,0,12,0,0,0,SHK126,2019-11-01
450,2064,1231,81,0,12,0,0,0,SHK127,2019-11-01
836,1962,1231,79,0,8,0,0,0,SHK128,2019-11-01
404,1974,1230,85,0,14,0,0,0,SHK129,2019-11-01
448,2082,1162,116,0,20,0,0,0,SHK130,2019-11-01
470,1916,1130,91,0,7,0,0,0,SHK131,2019-11-01
676,1508,815,50,0,3,0,0,0,SHK136,2019-11-01
582,1478,846,87,0,16,0,0,0,SHK137,2019-11-01
292,986,601,50,0,3,0,0,0,SHK145,2019-11-01
754,1954,1225,81,0,12,0,0,0,SHK126,2019-11-08
450,2064,1231,81,0,12,0,0,0,SHK127,2019-11-08
836,1962,1231,79,0,8,0,0,0,SHK128,2019-11-08
404,1974,1230,85,0,14,0,0,0,SHK129,2019-11-08
